SiteEnergyUse(kBtu),NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,LargestPropertyUseType,LargestPropertyUseTypeGFA,BuildingType,Neighborhood,PrimaryPropertyType,BuildingAge,SteamUse,Electricity,NaturalGas
2356376.75,1.0,1,73296,0,NON-REFRIGERATED WAREHOUSE,77800.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,56,0,1,1
14469228.0,1.0,4,99122,0,OTHER,50036.0,NONRESIDENTIAL COS,GREATER DUWAMISH,OTHER,72,0,1,1
6345009.5,1.0,1,66133,0,OTHER,60787.0,NONRESIDENTIAL,GREATER DUWAMISH,OTHER,31,0,1,1
3534690.75,1.0,2,115668,0,NON-REFRIGERATED WAREHOUSE,101752.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,64,0,1,1
6673138.0,1.0,1,141686,0,OTHER,152511.0,NONRESIDENTIAL,GREATER DUWAMISH,OTHER,46,0,1,0
6235947.0,1.0,1,93610,0,OFFICE,101278.0,NONRESIDENTIAL,GREATER DUWAMISH,SMALL- AND MID-SIZED OFFICE,66,0,1,1
6843855.0,1.0,2,156188,0,OFFICE,141917.0,NONRESIDENTIAL,GREATER DUWAMISH,LARGE OFFICE,43,0,1,1
1951856.25,1.0,1,115620,0,NON-REFRIGERATED WAREHOUSE,56900.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,50,0,1,0
10775646.0,1.0,5,238148,0,OFFICE,245240.0,NONRESIDENTIAL,GREATER DUWAMISH,LARGE OFFICE,41,0,1,0
151754.2969,1.0,1,71718,0,DISTRIBUTION CENTER,71718.0,NONRESIDENTIAL,GREATER DUWAMISH,DISTRIBUTION CENTER,47,0,1,0
4345698.0,1.0,1,55450,0,NON-REFRIGERATED WAREHOUSE,34206.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,47,0,1,1
2763597.0,1.0,1,54880,0,DISTRIBUTION CENTER,55000.0,NONRESIDENTIAL,GREATER DUWAMISH,DISTRIBUTION CENTER,37,0,1,1
7305474.0,1.0,1,102500,0,RETAIL STORE,99471.0,NONRESIDENTIAL,DELRIDGE,RETAIL STORE,24,0,1,1
8915523.0,1.0,6,361398,272900,PARKING,232685.0,NONRESIDENTIAL,NORTHEAST,OTHER,14,0,1,1
7439009.0,1.0,1,50785,0,SUPERMARKET/GROCERY STORE,27382.0,NONRESIDENTIAL,GREATER DUWAMISH,SUPERMARKET / GROCERY STORE,53,0,1,1
37951708.0,1.0,3,85126,0,OFFICE,81526.0,NONRESIDENTIAL,DELRIDGE,SMALL- AND MID-SIZED OFFICE,87,0,1,1
11077140.0,1.0,5,303255,19820,PARKING,321828.0,NONRESIDENTIAL,NORTH,OTHER,16,0,1,1
15091579.0,1.0,1,411584,0,DISTRIBUTION CENTER,288048.0,NONRESIDENTIAL,GREATER DUWAMISH,DISTRIBUTION CENTER,30,0,1,1
1141189.75,1.0,4,73320,0,NON-REFRIGERATED WAREHOUSE,27283.0,NONRESIDENTIAL,DOWNTOWN,MIXED USE PROPERTY,114,0,1,1
9683979.0,1.0,4,242686,100176,OFFICE,149081.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,LARGE OFFICE,8,0,1,0
5392617.5,1.0,6,95760,15840,OFFICE,95760.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,116,0,1,1
3459543.0,1.0,1,179413,0,NON-REFRIGERATED WAREHOUSE,178087.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,70,0,1,0
605971.1875,1.0,1,65288,0,NON-REFRIGERATED WAREHOUSE,60000.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,99,0,1,0
602245.0,1.0,1,170632,0,NON-REFRIGERATED WAREHOUSE,164806.0,NONRESIDENTIAL,DELRIDGE,WAREHOUSE,50,0,1,0
11410228.0,1.0,10,381511,0,OFFICE,220033.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,LARGE OFFICE,22,0,1,1
13631141.0,1.0,17,413264,138098,OFFICE,295494.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,7,0,1,0
4865551.5,1.0,6,122400,54300,OFFICE,41624.0,NONRESIDENTIAL,NORTHEAST,MIXED USE PROPERTY,7,0,1,1
5453438.5,1.0,2,93803,0,RETAIL STORE,85572.0,NONRESIDENTIAL,NORTHEAST,RETAIL STORE,60,0,1,1
0.0,1.0,1,52924,0,K-12 SCHOOL,52924.0,SPS-DISTRICT K-12,CENTRAL,K-12 SCHOOL,28,0,1,0
3004271.0,1.0,2,123000,0,NON-REFRIGERATED WAREHOUSE,112484.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,50,0,1,0
9941308.0,1.0,5,275130,112980,MEDICAL OFFICE,177748.0,NONRESIDENTIAL,EAST,MEDICAL OFFICE,13,0,1,0
1052244.75,1.0,1,60448,0,NON-REFRIGERATED WAREHOUSE,52702.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,38,0,1,1
291614432.0,7.0,14,1765970,0,HOSPITAL (GENERAL MEDICAL & SURGICAL),1639334.0,NONRESIDENTIAL,EAST,HOSPITAL,22,1,1,1
11147342.0,3.0,4,62600,0,OTHER,215197.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,OTHER,88,0,1,1
2655387.5,1.0,4,77412,21612,OTHER,26400.0,NONRESIDENTIAL,EAST,MIXED USE PROPERTY,12,0,1,1
12731388.0,1.0,5,289419,159157,MEDICAL OFFICE,146150.0,NONRESIDENTIAL,EAST,MEDICAL OFFICE,26,0,1,1
7771933.5,1.0,5,90266,0,FINANCIAL OFFICE,87552.0,NONRESIDENTIAL,NORTH,OTHER,29,0,1,0
1165598.875,1.0,4,87332,6458,NON-REFRIGERATED WAREHOUSE,87332.0,NONRESIDENTIAL,BALLARD,WAREHOUSE,12,0,1,1
13410041.0,1.0,6,150545,50017,HOTEL,100528.0,NONRESIDENTIAL,EAST,HOTEL,13,0,1,1
19085174.0,1.0,5,141718,0,OTHER - ENTERTAINMENT/PUBLIC ASSEMBLY,134197.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,OTHER,17,0,1,1
9444484.0,1.0,5,111856,21273,HOTEL,92000.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,HOTEL,8,0,1,1
1083729.625,1.0,4,132828,0,NON-REFRIGERATED WAREHOUSE,132828.0,NONRESIDENTIAL,EAST,WAREHOUSE,28,0,1,0
13962749.0,1.0,1,70400,0,NON-REFRIGERATED WAREHOUSE,58047.0,NONRESIDENTIAL,DELRIDGE,WAREHOUSE,46,0,1,1
10713006.0,1.0,1,101830,0,RETAIL STORE,130767.0,NONRESIDENTIAL,NORTHWEST,RETAIL STORE,21,0,1,1
0.0,1.0,3,55353,0,K-12 SCHOOL,55353.0,SPS-DISTRICT K-12,CENTRAL,K-12 SCHOOL,28,0,1,0
7575080.0,2.0,4,114000,0,COLLEGE/UNIVERSITY,114000.0,NONRESIDENTIAL,CENTRAL,UNIVERSITY,42,0,1,1
20675922.0,1.0,3,338063,0,OTHER,180633.0,SPS-DISTRICT K-12,GREATER DUWAMISH,OTHER,14,0,1,1
1069749.75,1.0,1,152365,0,NON-REFRIGERATED WAREHOUSE,149293.0,NONRESIDENTIAL,SOUTHWEST,WAREHOUSE,51,0,1,1
25471308.0,1.0,6,320946,0,MEDICAL OFFICE,236359.0,NONRESIDENTIAL,CENTRAL,MEDICAL OFFICE,106,0,1,1
5402181.0,1.0,1,74178,0,RETAIL STORE,74178.0,NONRESIDENTIAL,GREATER DUWAMISH,RETAIL STORE,58,0,1,1
686019.1875,1.0,4,80360,0,NON-REFRIGERATED WAREHOUSE,80360.0,NONRESIDENTIAL,NORTH,WAREHOUSE,29,0,1,1
2424724.25,1.0,1,61183,0,K-12 SCHOOL,62975.0,SPS-DISTRICT K-12,SOUTHWEST,K-12 SCHOOL,66,0,1,1
10077532.0,1.0,3,119190,0,SUPERMARKET/GROCERY STORE,46280.0,NONRESIDENTIAL,EAST,SUPERMARKET / GROCERY STORE,20,0,1,1
1938613.125,1.0,2,51856,0,AUTOMOBILE DEALERSHIP,48103.0,NONRESIDENTIAL,GREATER DUWAMISH,OTHER,8,0,1,0
7070998.5,1.0,3,66138,12586,OFFICE,26044.0,NONRESIDENTIAL,GREATER DUWAMISH,MIXED USE PROPERTY,95,0,1,0
17880184.0,1.0,3,113944,48510,OFFICE,65434.0,NONRESIDENTIAL,NORTHEAST,LARGE OFFICE,56,0,1,1
1997181.5,1.0,3,93079,36093,MULTIFAMILY HOUSING,91064.0,NONRESIDENTIAL,LAKE UNION,LOW-RISE MULTIFAMILY,16,0,1,1
778355.8125,1.0,2,22220,0,WORSHIP FACILITY,22220.0,NONRESIDENTIAL,NORTHEAST,WORSHIP FACILITY,59,0,1,1
2331952.75,1.0,1,46732,0,K-12 SCHOOL,50956.0,SPS-DISTRICT K-12,NORTHEAST,K-12 SCHOOL,61,0,1,1
2042771.0,1.0,1,44700,0,OFFICE,23751.0,NONRESIDENTIAL,GREATER DUWAMISH,MIXED USE PROPERTY,54,0,1,1
1618916.375,1.0,1,44100,0,NON-REFRIGERATED WAREHOUSE,40000.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,40,0,1,0
1224186.25,1.0,1,27800,0,DISTRIBUTION CENTER,27800.0,NONRESIDENTIAL,GREATER DUWAMISH,DISTRIBUTION CENTER,51,0,1,1
2564004.0,1.0,1,46340,0,NON-REFRIGERATED WAREHOUSE,46340.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,15,0,1,0
2222097.5,3.0,1,22800,0,MANUFACTURING/INDUSTRIAL PLANT,22800.0,CAMPUS,GREATER DUWAMISH,OTHER,22,0,1,1
1950713.25,1.0,3,38460,0,OFFICE,38460.0,NONRESIDENTIAL,CENTRAL,SMALL- AND MID-SIZED OFFICE,106,0,1,1
945245.625,1.0,2,21022,0,WORSHIP FACILITY,21022.0,NONRESIDENTIAL,NORTHWEST,WORSHIP FACILITY,94,0,1,1
1984067.625,1.0,2,51489,0,K-12 SCHOOL,51489.0,SPS-DISTRICT K-12,SOUTHWEST,K-12 SCHOOL,62,0,1,1
2143650.75,1.0,1,48001,0,DISTRIBUTION CENTER,48001.0,NONRESIDENTIAL,GREATER DUWAMISH,DISTRIBUTION CENTER,49,0,1,1
509124.0,1.0,1,26380,0,NON-REFRIGERATED WAREHOUSE,23620.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,37,0,1,1
2559461.75,1.0,1,37351,0,NON-REFRIGERATED WAREHOUSE,29551.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,47,0,1,1
345866.6875,1.0,1,30375,0,NON-REFRIGERATED WAREHOUSE,30375.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,35,0,1,0
369291.5,1.0,1,30004,0,NON-REFRIGERATED WAREHOUSE,24280.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,37,0,1,0
10960107.0,1.0,3,39971,0,OTHER,36185.0,NONRESIDENTIAL,NORTHEAST,OTHER,88,0,1,1
509836.1875,1.0,2,33589,0,WORSHIP FACILITY,33589.0,NONRESIDENTIAL,BALLARD,WORSHIP FACILITY,102,0,1,1
3220635.25,1.0,3,43500,0,OFFICE,43495.0,NONRESIDENTIAL,BALLARD,SMALL- AND MID-SIZED OFFICE,37,0,1,1
1896298.875,1.0,2,28492,0,OFFICE,28492.0,NONRESIDENTIAL,BALLARD,SMALL- AND MID-SIZED OFFICE,38,0,1,1
1401315.875,1.0,3,22325,0,OFFICE,18000.0,NONRESIDENTIAL,BALLARD,SMALL- AND MID-SIZED OFFICE,53,0,1,0
1358519.0,1.0,3,22719,0,RESTAURANT,22719.0,NONRESIDENTIAL,BALLARD,RESTAURANT,39,0,1,0
7251589.0,1.0,2,44588,22000,LABORATORY,69000.0,NONRESIDENTIAL,DOWNTOWN,LABORATORY,70,0,1,0
1967476.375,1.0,2,37327,0,K-12 SCHOOL,48887.0,SPS-DISTRICT K-12,CENTRAL,K-12 SCHOOL,91,0,1,1
6787070.0,1.0,2,147545,0,RETAIL STORE,147545.0,NONRESIDENTIAL,DOWNTOWN,RETAIL STORE,99,0,1,1
1114384.625,1.0,2,21462,0,OTHER,25778.0,NONRESIDENTIAL COS,NORTH,OTHER,93,0,1,0
2249592.5,1.0,2,47602,0,K-12 SCHOOL,46066.0,SPS-DISTRICT K-12,NORTHWEST,K-12 SCHOOL,86,0,1,1
1362523.0,1.0,2,28072,0,SOCIAL/MEETING HALL,23835.0,NONRESIDENTIAL,NORTHWEST,OTHER,99,0,1,1
4970047.0,1.0,2,31020,0,RESTAURANT,31020.0,NONRESIDENTIAL,DOWNTOWN,RESTAURANT,61,0,1,1
1636649.125,1.0,2,21600,0,OFFICE,14400.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,99,0,1,1
4322873.0,1.0,5,61825,13320,OFFICE,37993.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,42,0,1,1
1408291.375,1.0,3,64630,0,OFFICE,64630.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,74,0,1,0
1042108.5,1.0,2,20920,0,WORSHIP FACILITY,20920.0,NONRESIDENTIAL,DOWNTOWN,WORSHIP FACILITY,68,0,1,1
608359.6875,1.0,2,22128,0,WORSHIP FACILITY,22128.0,NONRESIDENTIAL,SOUTHWEST,WORSHIP FACILITY,90,0,1,1
859236.625,1.0,1,48139,0,RETAIL STORE,40000.0,NONRESIDENTIAL,NORTHWEST,RETAIL STORE,48,0,1,1
965651.125,1.0,2,21364,0,WORSHIP FACILITY,15364.0,NONRESIDENTIAL,SOUTHWEST,WORSHIP FACILITY,67,0,1,1
439311.9063,1.0,2,28923,0,COLLEGE/UNIVERSITY,28800.0,NONRESIDENTIAL,DOWNTOWN,UNIVERSITY,24,0,1,1
323739.4063,1.0,3,21600,0,COLLEGE/UNIVERSITY,21600.0,NONRESIDENTIAL,DOWNTOWN,UNIVERSITY,88,0,1,1
1169394.875,1.0,1,25735,0,RETAIL STORE,25691.0,NONRESIDENTIAL,NORTHEAST,RETAIL STORE,20,0,1,1
4801472.0,1.0,2,25862,0,RETAIL STORE,25562.0,NONRESIDENTIAL,NORTHEAST,RETAIL STORE,60,0,1,1
3377209.75,1.0,2,49965,0,RETAIL STORE,47465.0,NONRESIDENTIAL,NORTHEAST,RETAIL STORE,13,0,1,1
511797.4063,1.0,2,20028,0,OFFICE,20028.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,87,1,1,0
552007.5,1.0,7,23622,0,OFFICE,26195.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,116,0,1,1
883197.6875,1.0,3,23563,0,OFFICE,20183.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,114,0,1,0
1062722.625,1.0,3,28600,0,OFFICE,12000.0,NONRESIDENTIAL,DOWNTOWN,MIXED USE PROPERTY,113,0,1,1
2186018.5,1.0,2,38539,12379,RETAIL STORE,15549.0,NONRESIDENTIAL,DOWNTOWN,MIXED USE PROPERTY,38,0,1,0
1989287.0,1.0,5,26840,0,OFFICE,29040.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,110,0,1,0
1245187.5,1.0,2,46800,0,RETAIL STORE,36019.0,NONRESIDENTIAL,DOWNTOWN,RETAIL STORE,110,0,1,0
2067352.5,1.0,3,63990,26640,OFFICE,39000.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,37,0,1,1
1345025.75,1.0,3,28800,0,OFFICE,21600.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,108,0,1,1
1696978.75,1.0,3,33552,4968,OFFICE,26556.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,62,0,1,1
1560461.75,1.0,2,26270,0,RETAIL STORE,26270.0,NONRESIDENTIAL,DOWNTOWN,RETAIL STORE,85,0,1,1
2385395.0,1.0,3,57620,7820,OFFICE,49800.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,90,0,1,0
418348.5,1.0,2,28696,6080,OTHER,12960.0,NONRESIDENTIAL,DOWNTOWN,MIXED USE PROPERTY,62,0,1,0
2443065.25,1.0,5,57800,0,HOTEL,57800.0,NONRESIDENTIAL,DOWNTOWN,HOTEL,26,0,1,1
1858224.625,1.0,2,31890,0,FINANCIAL OFFICE,31160.0,NONRESIDENTIAL,DOWNTOWN,OTHER,61,0,1,0
1441900.5,1.0,2,44098,13660,OFFICE,25920.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,91,1,1,0
3532966.5,1.0,3,22381,0,RESTAURANT,22381.0,NONRESIDENTIAL,DOWNTOWN,RESTAURANT,93,0,1,1
33268410.0,1.0,4,49249,0,LABORATORY,40584.0,NONRESIDENTIAL,DOWNTOWN,LABORATORY,90,0,1,1
439521.0938,1.0,1,24825,1263,RETAIL STORE,13940.0,NONRESIDENTIAL,DOWNTOWN,RETAIL STORE,91,0,1,1
1553208.375,1.0,4,26670,0,MEDICAL OFFICE,26670.0,NONRESIDENTIAL,DOWNTOWN,MEDICAL OFFICE,64,0,1,1
3095882.0,1.0,2,37740,0,FIRE STATION,38939.0,NONRESIDENTIAL COS,DOWNTOWN,OTHER,94,0,1,1
1067153.75,1.0,1,23752,0,OFFICE,14317.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,51,0,1,1
2669564.25,1.0,4,44416,0,HOTEL,52668.0,NONRESIDENTIAL,DOWNTOWN,HOTEL,49,0,1,1
2547848.0,1.0,2,33792,22867,SOCIAL/MEETING HALL,8969.0,NONRESIDENTIAL,DOWNTOWN,MIXED USE PROPERTY,10,0,1,1
1145535.75,1.0,2,45991,0,WORSHIP FACILITY,45991.0,NONRESIDENTIAL,NORTHWEST,WORSHIP FACILITY,88,0,1,1
605130.6875,1.0,3,21499,0,RESIDENCE HALL/DORMITORY,21499.0,NONRESIDENTIAL,NORTHEAST,RESIDENCE HALL,95,0,1,0
1791071.375,1.0,2,20384,0,OFFICE,25021.0,NONRESIDENTIAL,NORTHEAST,SMALL- AND MID-SIZED OFFICE,27,0,1,1
5238803.0,1.0,2,39265,0,RETAIL STORE,31905.0,NONRESIDENTIAL,NORTHEAST,RETAIL STORE,60,0,1,1
6778694.0,1.0,2,54284,0,RETAIL STORE,52784.0,NONRESIDENTIAL,NORTHEAST,RETAIL STORE,60,0,1,1
2545405.0,1.0,1,23409,0,RETAIL STORE,21909.0,NONRESIDENTIAL,NORTHEAST,RETAIL STORE,60,0,1,1
4644178.0,1.0,1,63153,0,RETAIL STORE,59396.0,NONRESIDENTIAL,NORTHEAST,RETAIL STORE,19,0,1,1
1587454.75,2.0,2,24100,0,HOTEL,30910.0,NONRESIDENTIAL,NORTHEAST,HOTEL,55,0,1,1
4475650.0,1.0,3,33600,0,RESTAURANT,19200.0,NONRESIDENTIAL,DOWNTOWN,RESTAURANT,93,0,1,1
1857154.75,1.0,4,32356,0,FINANCIAL OFFICE,25876.0,NONRESIDENTIAL,DOWNTOWN,OTHER,89,1,1,0
3993913.25,1.0,7,61180,12960,HOTEL,61180.0,NONRESIDENTIAL,DOWNTOWN,HOTEL,56,0,1,1
3460275.5,1.0,5,43506,11250,OFFICE,32569.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,38,0,1,1
496477.3125,1.0,2,23931,0,WORSHIP FACILITY,23931.0,NONRESIDENTIAL,NORTHWEST,WORSHIP FACILITY,106,0,1,1
845961.375,1.0,2,21393,0,WORSHIP FACILITY,21393.0,NONRESIDENTIAL,NORTHWEST,WORSHIP FACILITY,68,0,1,1
1132489.625,1.0,2,47560,0,DISTRIBUTION CENTER,23146.0,NONRESIDENTIAL,SOUTHEAST,MIXED USE PROPERTY,26,0,1,1
1076733.25,1.0,6,62334,0,SENIOR CARE COMMUNITY,35696.0,NONRESIDENTIAL,EAST,SENIOR CARE COMMUNITY,10,0,1,1
1500309.75,1.0,3,20960,0,RESIDENCE HALL/DORMITORY,20960.0,NONRESIDENTIAL,NORTHEAST,RESIDENCE HALL,86,0,1,1
717056.375,1.0,3,28800,0,COLLEGE/UNIVERSITY,28800.0,NONRESIDENTIAL,DOWNTOWN,UNIVERSITY,106,0,1,1
1261536.75,1.0,2,21600,0,K-12 SCHOOL,21600.0,NONRESIDENTIAL,DOWNTOWN,K-12 SCHOOL,59,0,1,1
931148.625,1.0,3,22860,0,K-12 SCHOOL,22860.0,NONRESIDENTIAL,DOWNTOWN,K-12 SCHOOL,21,0,1,0
888031.875,1.0,1,26366,0,WORSHIP FACILITY,26386.0,NONRESIDENTIAL,NORTHEAST,WORSHIP FACILITY,44,0,1,1
860364.1875,1.0,2,21732,0,WORSHIP FACILITY,21732.0,NONRESIDENTIAL,SOUTHEAST,WORSHIP FACILITY,51,0,1,1
350264.5938,1.0,1,21060,0,NON-REFRIGERATED WAREHOUSE,10495.0,NONRESIDENTIAL,BALLARD,MIXED USE PROPERTY,71,0,1,1
1678458.75,1.0,4,20539,0,RETAIL STORE,7387.0,NONRESIDENTIAL,BALLARD,MIXED USE PROPERTY,56,0,1,1
1424157.25,1.0,1,38624,0,K-12 SCHOOL,41408.0,SPS-DISTRICT K-12,NORTHEAST,K-12 SCHOOL,58,0,1,1
813641.0,1.0,3,32960,0,RETAIL STORE,32960.0,NONRESIDENTIAL,NORTHEAST,RETAIL STORE,116,0,1,0
688641.8125,1.0,3,29636,0,OTHER - ENTERTAINMENT/PUBLIC ASSEMBLY,25096.0,NONRESIDENTIAL,NORTHEAST,OTHER,95,0,1,0
716279.6875,1.0,3,20571,0,HOTEL,20571.0,NONRESIDENTIAL,NORTHEAST,HOTEL,86,0,1,0
3040195.5,1.0,2,47992,0,WORSHIP FACILITY,37800.0,NONRESIDENTIAL,NORTHEAST,WORSHIP FACILITY,90,0,1,1
2717863.25,1.0,3,28572,0,RESIDENCE HALL/DORMITORY,22000.0,NONRESIDENTIAL,NORTHEAST,RESIDENCE HALL,23,0,1,1
2882489.75,1.0,15,115775,31535,RESIDENCE HALL/DORMITORY,150000.0,NONRESIDENTIAL,EAST,RESIDENCE HALL,34,0,1,0
1128179.125,1.0,2,31386,0,WORSHIP FACILITY,30000.0,NONRESIDENTIAL,NORTHEAST,WORSHIP FACILITY,16,0,1,1
6689184.0,5.0,3,21500,0,K-12 SCHOOL,96154.0,CAMPUS,NORTHEAST,K-12 SCHOOL,27,0,1,1
2641681.75,1.0,2,84116,26497,OFFICE,55000.0,NONRESIDENTIAL,LAKE UNION,SMALL- AND MID-SIZED OFFICE,4,0,1,1
8690648.0,1.0,9,104000,0,HOTEL,96000.0,NONRESIDENTIAL,DOWNTOWN,HOTEL,91,1,1,1
2345752.5,1.0,1,55206,0,K-12 SCHOOL,55206.0,SPS-DISTRICT K-12,GREATER DUWAMISH,K-12 SCHOOL,45,0,1,1
3321035.75,1.0,3,78374,0,SENIOR CARE COMMUNITY,58665.0,NONRESIDENTIAL,SOUTHEAST,SENIOR CARE COMMUNITY,35,0,1,0
1841154.25,1.0,2,38784,0,NON-REFRIGERATED WAREHOUSE,16826.0,NONRESIDENTIAL,BALLARD,MIXED USE PROPERTY,9,0,1,1
2177075.0,1.0,2,41790,0,SOCIAL/MEETING HALL,21790.0,NONRESIDENTIAL,GREATER DUWAMISH,OTHER,47,0,1,1
2178690.5,1.0,5,39960,0,OFFICE,37120.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,116,0,1,1
90558.70313,1.0,5,33300,0,NON-REFRIGERATED WAREHOUSE,24000.0,NONRESIDENTIAL,DOWNTOWN,WAREHOUSE,116,0,1,0
2147968.25,1.0,11,36240,0,HOTEL,36240.0,NONRESIDENTIAL,DOWNTOWN,HOTEL,90,1,1,1
3042875.5,1.0,3,39320,6960,SOCIAL/MEETING HALL,39320.0,NONRESIDENTIAL,DOWNTOWN,OTHER,94,1,1,1
2735166.0,1.0,5,41536,0,PERFORMING ARTS,41536.0,NONRESIDENTIAL,DOWNTOWN,OTHER,108,0,1,0
3321603.0,1.0,6,35820,0,HOTEL,35820.0,NONRESIDENTIAL,DOWNTOWN,HOTEL,107,0,1,1
3987215.5,1.0,2,33462,0,K-12 SCHOOL,57896.0,NONRESIDENTIAL,SOUTHWEST,K-12 SCHOOL,94,0,1,1
2096835.5,1.0,3,49744,0,K-12 SCHOOL,49744.0,NONRESIDENTIAL,SOUTHWEST,K-12 SCHOOL,51,0,1,1
1411305.5,1.0,2,37816,0,WORSHIP FACILITY,19407.0,NONRESIDENTIAL,SOUTHWEST,WORSHIP FACILITY,93,0,1,1
1354000.625,1.0,2,23315,0,OFFICE,7758.0,NONRESIDENTIAL,SOUTHWEST,MIXED USE PROPERTY,90,0,1,1
4265815.0,1.0,2,20700,0,NON-REFRIGERATED WAREHOUSE,6900.0,NONRESIDENTIAL,SOUTHWEST,MIXED USE PROPERTY,86,0,1,1
3343550.0,1.0,1,41521,13124,OTHER - RECREATION,26241.0,NONRESIDENTIAL,SOUTHWEST,OTHER,68,0,1,1
1906384.875,1.0,2,25762,0,SUPERMARKET/GROCERY STORE,25762.0,NONRESIDENTIAL,SOUTHWEST,SUPERMARKET / GROCERY STORE,70,0,1,0
6118300.5,1.0,1,33334,0,FITNESS CENTER/HEALTH CLUB/GYM,50000.0,NONRESIDENTIAL,SOUTHWEST,OTHER,32,0,1,1
2686765.0,1.0,3,43387,0,OFFICE,45000.0,NONRESIDENTIAL,SOUTHWEST,SMALL- AND MID-SIZED OFFICE,35,0,1,1
267135.0938,1.0,1,39350,0,SUPERMARKET/GROCERY STORE,19271.0,NONRESIDENTIAL,NORTH,MIXED USE PROPERTY,37,0,1,0
3498214.75,1.0,1,22405,0,OTHER,11000.0,NONRESIDENTIAL,NORTH,OTHER,67,0,1,1
1361794.25,1.0,1,32590,0,OTHER,32590.0,SPS-DISTRICT K-12,NORTH,OTHER,3,0,1,1
1811506.375,1.0,1,37500,0,NON-REFRIGERATED WAREHOUSE,61419.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,31,0,1,1
2615247.75,1.0,2,39000,0,MEDICAL OFFICE,39000.0,NONRESIDENTIAL,CENTRAL,MEDICAL OFFICE,26,0,1,1
5089083.0,1.0,1,22180,0,OTHER - MALL,14000.0,NONRESIDENTIAL,SOUTHWEST,OTHER,92,0,1,1
1799402.75,1.0,1,51704,0,K-12 SCHOOL,51704.0,SPS-DISTRICT K-12,GREATER DUWAMISH,K-12 SCHOOL,45,0,1,1
1219744.75,1.0,1,25920,0,DISTRIBUTION CENTER,19277.0,NONRESIDENTIAL,GREATER DUWAMISH,DISTRIBUTION CENTER,47,0,1,1
741287.1875,1.0,1,25480,0,REFRIGERATED WAREHOUSE,25480.0,NONRESIDENTIAL,GREATER DUWAMISH,REFRIGERATED WAREHOUSE,63,0,1,0
2301043.75,1.0,2,31000,0,NON-REFRIGERATED WAREHOUSE,31000.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,46,0,1,1
1467060.25,1.0,1,29740,0,OFFICE,17804.0,NONRESIDENTIAL,GREATER DUWAMISH,SMALL- AND MID-SIZED OFFICE,55,0,1,1
433871.0,1.0,1,23236,0,DISTRIBUTION CENTER,20736.0,NONRESIDENTIAL,GREATER DUWAMISH,DISTRIBUTION CENTER,62,0,1,1
